evento_id,venta_id,producto_id,cliente_id,categoria,metodo_pago,ciudad,cantidad,total,riesgo_fraude,timestamp_evento
EVT-000411,VEN-0013903,PROD-00285,CLI-007578,Hogar,efectivo,Cusco,1,879.42,0.53,2026-05-13 16:33:48
EVT-000412,VEN-0009763,PROD-00160,CLI-006087,Electronica,yape,Arequipa,4,19607.72,0.64,2026-05-13 16:33:48
EVT-000413,VEN-0024104,PROD-00500,CLI-006219,Electronica,tarjeta,Cusco,4,7365.29,0.73,2026-05-13 16:33:48
EVT-000414,VEN-0008448,PROD-00079,CLI-002165,Hogar,efectivo,Arequipa,1,2427.16,0.56,2026-05-13 16:33:48
EVT-000415,VEN-0006469,PROD-00242,CLI-006531,Electronica,plin,Trujillo,5,18760.02,0.78,2026-05-13 16:33:48
EVT-000416,VEN-0003105,PROD-00001,CLI-003394,Electronica,tarjeta,Trujillo,3,4772.85,0.72,2026-05-13 16:33:48
EVT-000417,VEN-0004731,PROD-00290,CLI-000435,Deportes,tarjeta,Piura,4,16734.11,0.77,2026-05-13 16:33:49
EVT-000418,VEN-0012264,PROD-00408,CLI-004080,Hogar,plin,Arequipa,1,76.76,0.27,2026-05-13 16:33:49
EVT-000419,VEN-0020300,PROD-00060,CLI-001297,Tecnologia,plin,Piura,1,1422.8,0.25,2026-05-13 16:33:49
EVT-000420,VEN-0015455,PROD-00206,CLI-007669,Electronica,efectivo,Piura,4,13565.4,0.66,2026-05-13 16:33:49
EVT-000421,VEN-0009753,PROD-00343,CLI-008355,Tecnologia,efectivo,Piura,3,2258.3,0.33,2026-05-13 16:33:49
EVT-000422,VEN-0029286,PROD-00492,CLI-005288,Hogar,plin,Piura,1,3359.0,0.71,2026-05-13 16:33:49
EVT-000423,VEN-0021729,PROD-00072,CLI-004966,Hogar,tarjeta,Cusco,4,3053.06,0.72,2026-05-13 16:33:49
EVT-000424,VEN-0042335,PROD-00049,CLI-007711,Deportes,efectivo,Lima,3,1947.72,0.43,2026-05-13 16:33:49
EVT-000425,VEN-0028830,PROD-00355,CLI-002919,Hogar,plin,Arequipa,4,17157.3,0.92,2026-05-13 16:33:49
EVT-000426,VEN-0046960,PROD-00222,CLI-000627,Hogar,yape,Cusco,1,1460.01,0.39,2026-05-13 16:33:49
EVT-000427,VEN-0036371,PROD-00149,CLI-008932,Hogar,plin,Piura,4,11180.1,0.71,2026-05-13 16:33:50
EVT-000428,VEN-0043577,PROD-00004,CLI-004804,Tecnologia,tarjeta,Arequipa,5,14326.01,0.8,2026-05-13 16:33:50
EVT-000429,VEN-0036304,PROD-00118,CLI-002436,Electronica,tarjeta,Lima,1,3016.25,0.75,2026-05-13 16:33:50
EVT-000430,VEN-0008820,PROD-00138,CLI-003570,Electronica,yape,Piura,2,197.58,0.27,2026-05-13 16:33:50
EVT-000431,VEN-0048266,PROD-00163,CLI-000954,Deportes,plin,Cusco,4,7412.44,0.8,2026-05-13 16:33:50
EVT-000432,VEN-0004668,PROD-00007,CLI-008185,Deportes,efectivo,Lima,3,3533.76,0.76,2026-05-13 16:33:50
EVT-000433,VEN-0024374,PROD-00008,CLI-003137,Electronica,yape,Cusco,3,1489.47,0.41,2026-05-13 16:33:50
EVT-000434,VEN-0018629,PROD-00491,CLI-000880,Deportes,plin,Trujillo,2,7352.64,0.71,2026-05-13 16:33:50
EVT-000435,VEN-0032995,PROD-00387,CLI-007027,Hogar,plin,Cusco,1,4863.8,0.92,2026-05-13 16:33:50
EVT-000436,VEN-0035651,PROD-00075,CLI-008670,Electronica,tarjeta,Cusco,5,12737.18,0.61,2026-05-13 16:33:51
EVT-000437,VEN-0039579,PROD-00158,CLI-008815,Ropa,yape,Cusco,2,3223.63,0.94,2026-05-13 16:33:51
EVT-000438,VEN-0011750,PROD-00455,CLI-006646,Tecnologia,yape,Lima,1,1453.96,0.37,2026-05-13 16:33:51
EVT-000439,VEN-0035628,PROD-00059,CLI-008127,Tecnologia,yape,Trujillo,4,2619.61,0.43,2026-05-13 16:33:51
EVT-000440,VEN-0001968,PROD-00203,CLI-000252,Ropa,efectivo,Trujillo,5,13729.83,0.69,2026-05-13 16:33:51
EVT-000441,VEN-0016658,PROD-00041,CLI-003063,Electronica,yape,Lima,1,3992.37,0.65,2026-05-13 16:33:51
EVT-000442,VEN-0048078,PROD-00253,CLI-009886,Deportes,tarjeta,Cusco,3,1895.54,0.28,2026-05-13 16:33:51
EVT-000443,VEN-0023450,PROD-00469,CLI-000380,Tecnologia,plin,Piura,4,463.22,0.2,2026-05-13 16:33:51
EVT-000444,VEN-0038836,PROD-00450,CLI-003022,Ropa,efectivo,Lima,2,328.71,0.22,2026-05-13 16:33:51
EVT-000445,VEN-0042571,PROD-00459,CLI-001130,Ropa,tarjeta,Lima,1,3620.11,0.83,2026-05-13 16:33:51
EVT-000446,VEN-0047347,PROD-00418,CLI-009050,Electronica,plin,Piura,1,953.93,0.32,2026-05-13 16:33:52
EVT-000447,VEN-0001010,PROD-00394,CLI-005336,Ropa,efectivo,Trujillo,4,6724.75,0.82,2026-05-13 16:33:52
EVT-000448,VEN-0014273,PROD-00205,CLI-001282,Ropa,tarjeta,Cusco,4,13420.24,0.88,2026-05-13 16:33:52
EVT-000449,VEN-0017114,PROD-00457,CLI-009509,Hogar,plin,Arequipa,5,138.68,0.25,2026-05-13 16:33:52
EVT-000450,VEN-0014832,PROD-00236,CLI-001056,Deportes,tarjeta,Trujillo,4,3705.64,0.75,2026-05-13 16:33:52
EVT-000451,VEN-0012853,PROD-00394,CLI-003495,Ropa,plin,Cusco,5,8589.64,0.79,2026-05-13 16:33:52
EVT-000452,VEN-0024380,PROD-00424,CLI-001794,Hogar,plin,Cusco,5,10485.35,0.9,2026-05-13 16:33:52
EVT-000453,VEN-0010994,PROD-00203,CLI-006074,Ropa,tarjeta,Lima,2,5292.72,0.95,2026-05-13 16:33:52
EVT-000454,VEN-0038654,PROD-00301,CLI-002613,Tecnologia,efectivo,Piura,5,1093.67,0.56,2026-05-13 16:33:52
EVT-000455,VEN-0015106,PROD-00408,CLI-002947,Hogar,plin,Trujillo,3,257.23,0.21,2026-05-13 16:33:52
EVT-000456,VEN-0016017,PROD-00109,CLI-007102,Ropa,yape,Arequipa,5,9520.61,0.73,2026-05-13 16:33:53
EVT-000457,VEN-0045192,PROD-00313,CLI-003658,Hogar,tarjeta,Lima,4,9790.46,0.91,2026-05-13 16:33:53
EVT-000458,VEN-0026959,PROD-00125,CLI-005298,Ropa,efectivo,Trujillo,1,2922.46,0.37,2026-05-13 16:33:53
EVT-000459,VEN-0033520,PROD-00439,CLI-000033,Ropa,efectivo,Cusco,2,8281.42,0.75,2026-05-13 16:33:53
EVT-000460,VEN-0000428,PROD-00047,CLI-009239,Ropa,efectivo,Piura,5,21521.02,0.9,2026-05-13 16:33:53
EVT-000461,VEN-0018977,PROD-00232,CLI-003879,Deportes,yape,Piura,3,3375.68,0.81,2026-05-13 16:33:53
EVT-000462,VEN-0009186,PROD-00443,CLI-008430,Hogar,tarjeta,Cusco,5,8044.27,0.79,2026-05-13 16:33:53
EVT-000463,VEN-0019249,PROD-00175,CLI-002827,Hogar,efectivo,Piura,3,2452.22,0.26,2026-05-13 16:33:53
EVT-000464,VEN-0043666,PROD-00195,CLI-005713,Deportes,plin,Cusco,5,19221.6,0.82,2026-05-13 16:33:53
EVT-000465,VEN-0025798,PROD-00040,CLI-003921,Deportes,efectivo,Piura,2,7129.4,0.62,2026-05-13 16:33:53
EVT-000466,VEN-0047343,PROD-00149,CLI-000668,Hogar,tarjeta,Trujillo,3,7708.84,0.74,2026-05-13 16:33:54
EVT-000467,VEN-0042598,PROD-00499,CLI-004852,Ropa,plin,Piura,1,1952.1,0.38,2026-05-13 16:33:54
EVT-000468,VEN-0006660,PROD-00198,CLI-008579,Deportes,tarjeta,Trujillo,4,4755.57,0.63,2026-05-13 16:33:54
EVT-000469,VEN-0007559,PROD-00434,CLI-002036,Deportes,efectivo,Piura,4,9119.26,0.77,2026-05-13 16:33:54
EVT-000470,VEN-0005043,PROD-00275,CLI-001743,Hogar,efectivo,Cusco,4,16463.92,0.78,2026-05-13 16:33:54
EVT-000471,VEN-0026807,PROD-00116,CLI-000329,Ropa,yape,Trujillo,3,7833.85,0.8,2026-05-13 16:33:54
EVT-000472,VEN-0038026,PROD-00415,CLI-006609,Deportes,plin,Piura,2,9911.25,0.81,2026-05-13 16:33:54
EVT-000473,VEN-0040772,PROD-00272,CLI-003479,Ropa,efectivo,Cusco,3,4398.67,0.71,2026-05-13 16:33:54
EVT-000474,VEN-0037031,PROD-00141,CLI-008325,Tecnologia,plin,Trujillo,5,2016.29,0.47,2026-05-13 16:33:54
EVT-000475,VEN-0004781,PROD-00427,CLI-007966,Deportes,efectivo,Arequipa,3,4544.22,0.81,2026-05-13 16:33:54
EVT-000476,VEN-0013596,PROD-00103,CLI-002295,Electronica,plin,Piura,4,14379.81,0.82,2026-05-13 16:33:55
EVT-000477,VEN-0000922,PROD-00491,CLI-008909,Deportes,efectivo,Lima,3,11321.57,0.89,2026-05-13 16:33:55
EVT-000478,VEN-0028826,PROD-00354,CLI-002252,Ropa,efectivo,Lima,1,338.84,0.2,2026-05-13 16:33:55
EVT-000479,VEN-0008486,PROD-00404,CLI-002041,Tecnologia,efectivo,Piura,2,8539.85,0.77,2026-05-13 16:33:55
EVT-000480,VEN-0017808,PROD-00070,CLI-003306,Ropa,tarjeta,Cusco,1,4016.56,0.87,2026-05-13 16:33:55
EVT-000481,VEN-0017560,PROD-00451,CLI-002955,Ropa,plin,Trujillo,4,9966.12,0.7,2026-05-13 16:33:55
EVT-000482,VEN-0004445,PROD-00408,CLI-006498,Hogar,tarjeta,Piura,4,340.92,0.11,2026-05-13 16:33:55
EVT-000483,VEN-0047394,PROD-00142,CLI-002157,Tecnologia,efectivo,Cusco,1,203.82,0.14,2026-05-13 16:33:55
EVT-000484,VEN-0018026,PROD-00469,CLI-003754,Tecnologia,tarjeta,Arequipa,1,134.92,0.13,2026-05-13 16:33:55
EVT-000485,VEN-0041513,PROD-00114,CLI-003984,Tecnologia,efectivo,Arequipa,4,11831.67,0.64,2026-05-13 16:33:56
EVT-000486,VEN-0014172,PROD-00265,CLI-006066,Tecnologia,yape,Cusco,5,11211.07,0.93,2026-05-13 16:33:56
EVT-000487,VEN-0010867,PROD-00366,CLI-000039,Hogar,yape,Lima,1,4455.73,0.84,2026-05-13 16:33:56
EVT-000488,VEN-0014176,PROD-00412,CLI-004820,Ropa,plin,Arequipa,2,7882.38,0.76,2026-05-13 16:33:56
EVT-000489,VEN-0047937,PROD-00209,CLI-008485,Ropa,tarjeta,Cusco,3,9206.77,0.75,2026-05-13 16:33:56
EVT-000490,VEN-0028009,PROD-00197,CLI-004123,Tecnologia,tarjeta,Cusco,1,2905.79,0.5,2026-05-13 16:33:56
EVT-000491,VEN-0024021,PROD-00289,CLI-002209,Deportes,plin,Lima,2,129.88,0.15,2026-05-13 16:33:56
EVT-000492,VEN-0000975,PROD-00376,CLI-009959,Electronica,efectivo,Piura,1,2208.27,0.37,2026-05-13 16:33:56
EVT-000493,VEN-0037516,PROD-00096,CLI-000585,Tecnologia,efectivo,Piura,3,10645.9,0.66,2026-05-13 16:33:56
EVT-000494,VEN-0029216,PROD-00135,CLI-005929,Tecnologia,yape,Trujillo,1,154.88,0.14,2026-05-13 16:33:56
EVT-000495,VEN-0037595,PROD-00204,CLI-004744,Deportes,tarjeta,Arequipa,5,9746.3,0.83,2026-05-13 16:33:57
EVT-000496,VEN-0049719,PROD-00359,CLI-006715,Electronica,plin,Piura,5,3241.05,0.71,2026-05-13 16:33:57
EVT-000497,VEN-0014862,PROD-00331,CLI-000429,Hogar,efectivo,Arequipa,2,4613.58,0.76,2026-05-13 16:33:57
EVT-000498,VEN-0005286,PROD-00040,CLI-001781,Deportes,plin,Arequipa,3,11383.42,0.63,2026-05-13 16:33:57
EVT-000499,VEN-0042565,PROD-00458,CLI-001902,Tecnologia,plin,Piura,2,5221.61,0.68,2026-05-13 16:33:57
EVT-000500,VEN-0030344,PROD-00070,CLI-005263,Ropa,tarjeta,Arequipa,2,8012.36,0.72,2026-05-13 16:33:57
EVT-000501,VEN-0013833,PROD-00341,CLI-003092,Ropa,tarjeta,Trujillo,1,2945.27,0.38,2026-05-13 16:33:57
EVT-000502,VEN-0019920,PROD-00292,CLI-004127,Electronica,efectivo,Lima,2,7231.84,0.63,2026-05-13 16:33:57
EVT-000503,VEN-0014133,PROD-00373,CLI-006669,Deportes,plin,Arequipa,4,2225.42,0.5,2026-05-13 16:33:57
EVT-000504,VEN-0014893,PROD-00201,CLI-009309,Ropa,yape,Arequipa,4,4374.05,0.86,2026-05-13 16:33:57
EVT-000505,VEN-0002173,PROD-00435,CLI-003959,Deportes,efectivo,Trujillo,1,1599.71,0.58,2026-05-13 16:33:58
EVT-000506,VEN-0002371,PROD-00340,CLI-000332,Electronica,efectivo,Piura,3,4001.22,0.72,2026-05-13 16:33:58
EVT-000507,VEN-0009565,PROD-00052,CLI-007802,Electronica,efectivo,Lima,1,2672.29,0.46,2026-05-13 16:33:58
EVT-000508,VEN-0016113,PROD-00101,CLI-009356,Electronica,plin,Piura,3,11482.26,0.75,2026-05-13 16:33:58
EVT-000509,VEN-0013761,PROD-00319,CLI-009608,Hogar,yape,Cusco,2,3521.23,0.78,2026-05-13 16:33:58
EVT-000510,VEN-0012617,PROD-00411,CLI-005580,Hogar,tarjeta,Arequipa,4,9651.83,0.94,2026-05-13 16:33:58
EVT-000511,VEN-0032844,PROD-00442,CLI-009565,Deportes,tarjeta,Cusco,1,3893.29,0.75,2026-05-13 16:33:58
EVT-000512,VEN-0004670,PROD-00484,CLI-000187,Tecnologia,tarjeta,Trujillo,1,3436.91,0.63,2026-05-13 16:33:58
EVT-000513,VEN-0032665,PROD-00417,CLI-008993,Electronica,plin,Trujillo,4,10842.07,0.79,2026-05-13 16:33:58
EVT-000514,VEN-0011048,PROD-00020,CLI-004491,Deportes,tarjeta,Arequipa,1,2494.5,0.53,2026-05-13 16:33:58
EVT-000515,VEN-0012527,PROD-00144,CLI-007523,Tecnologia,yape,Piura,4,13883.62,0.69,2026-05-13 16:33:59
EVT-000516,VEN-0043861,PROD-00038,CLI-000380,Hogar,tarjeta,Piura,3,3748.08,0.95,2026-05-13 16:33:59
EVT-000517,VEN-0012257,PROD-00166,CLI-006912,Ropa,plin,Cusco,4,9896.59,0.94,2026-05-13 16:33:59
EVT-000518,VEN-0001913,PROD-00224,CLI-001015,Hogar,plin,Trujillo,4,13246.45,0.74,2026-05-13 16:33:59
EVT-000519,VEN-0041774,PROD-00121,CLI-000690,Ropa,yape,Piura,1,290.18,0.28,2026-05-13 16:33:59
EVT-000520,VEN-0007624,PROD-00482,CLI-004284,Tecnologia,yape,Piura,5,20590.46,0.73,2026-05-13 16:33:59
EVT-000521,VEN-0018744,PROD-00257,CLI-003319,Tecnologia,tarjeta,Trujillo,2,6465.08,0.71,2026-05-13 16:33:59
EVT-000522,VEN-0033987,PROD-00209,CLI-005942,Ropa,yape,Cusco,3,8970.45,0.86,2026-05-13 16:33:59
EVT-000523,VEN-0008415,PROD-00323,CLI-000759,Tecnologia,tarjeta,Arequipa,2,293.67,0.14,2026-05-13 16:33:59
EVT-000524,VEN-0010119,PROD-00136,CLI-006284,Tecnologia,tarjeta,Piura,4,12381.82,0.83,2026-05-13 16:33:59
EVT-000525,VEN-0040745,PROD-00265,CLI-009650,Tecnologia,efectivo,Arequipa,5,10462.54,0.79,2026-05-13 16:34:00
EVT-000526,VEN-0026982,PROD-00320,CLI-008743,Tecnologia,tarjeta,Cusco,3,6133.03,0.89,2026-05-13 16:34:00
EVT-000527,VEN-0020120,PROD-00491,CLI-005797,Deportes,efectivo,Cusco,5,19629.71,0.81,2026-05-13 16:34:00
EVT-000528,VEN-0027165,PROD-00271,CLI-000338,Electronica,plin,Trujillo,3,1402.67,0.52,2026-05-13 16:34:00
EVT-000529,VEN-0040994,PROD-00248,CLI-008984,Electronica,plin,Piura,5,23030.23,0.88,2026-05-13 16:34:00
EVT-000530,VEN-0024322,PROD-00408,CLI-008397,Hogar,plin,Trujillo,1,86.19,0.16,2026-05-13 16:34:00
EVT-000531,VEN-0002553,PROD-00458,CLI-008162,Tecnologia,plin,Arequipa,3,8051.78,0.67,2026-05-13 16:34:00
EVT-000532,VEN-0049425,PROD-00325,CLI-000912,Electronica,yape,Arequipa,1,2529.37,0.5,2026-05-13 16:34:00
EVT-000533,VEN-0018301,PROD-00307,CLI-001936,Ropa,efectivo,Cusco,4,378.39,0.17,2026-05-13 16:34:00
EVT-000534,VEN-0036349,PROD-00299,CLI-003083,Tecnologia,yape,Trujillo,5,21003.01,0.77,2026-05-13 16:34:01
EVT-000535,VEN-0041003,PROD-00277,CLI-008893,Hogar,efectivo,Trujillo,5,8913.76,0.83,2026-05-13 16:34:01
EVT-000536,VEN-0001637,PROD-00209,CLI-004797,Ropa,tarjeta,Lima,4,11923.17,0.73,2026-05-13 16:34:01
EVT-000537,VEN-0001729,PROD-00129,CLI-000126,Electronica,tarjeta,Lima,1,590.93,0.39,2026-05-13 16:34:01
EVT-000538,VEN-0040360,PROD-00208,CLI-002580,Tecnologia,plin,Arequipa,3,7005.53,0.83,2026-05-13 16:34:01
EVT-000539,VEN-0006343,PROD-00389,CLI-002592,Ropa,plin,Trujillo,1,804.38,0.45,2026-05-13 16:34:01
EVT-000540,VEN-0043051,PROD-00132,CLI-000170,Hogar,plin,Lima,5,8338.09,0.61,2026-05-13 16:34:01
EVT-000541,VEN-0006940,PROD-00317,CLI-003418,Deportes,efectivo,Arequipa,1,2922.3,0.46,2026-05-13 16:34:01
EVT-000542,VEN-0007072,PROD-00408,CLI-008357,Hogar,efectivo,Trujillo,3,224.32,0.09,2026-05-13 16:34:01
EVT-000543,VEN-0046810,PROD-00379,CLI-003051,Electronica,efectivo,Cusco,5,5639.98,0.83,2026-05-13 16:34:01
EVT-000544,VEN-0026181,PROD-00064,CLI-009702,Hogar,tarjeta,Arequipa,5,9446.16,0.76,2026-05-13 16:34:02
EVT-000545,VEN-0028549,PROD-00219,CLI-007929,Ropa,yape,Trujillo,4,11472.7,0.69,2026-05-13 16:34:02
EVT-000546,VEN-0024705,PROD-00079,CLI-001370,Hogar,tarjeta,Trujillo,1,2381.67,0.56,2026-05-13 16:34:02
EVT-000547,VEN-0037640,PROD-00295,CLI-007222,Electronica,yape,Cusco,4,17770.23,0.75,2026-05-13 16:34:02
EVT-000548,VEN-0048519,PROD-00378,CLI-007955,Electronica,tarjeta,Piura,5,10782.44,0.77,2026-05-13 16:34:02
EVT-000549,VEN-0048765,PROD-00483,CLI-006420,Deportes,tarjeta,Lima,4,796.05,0.39,2026-05-13 16:34:02
EVT-000550,VEN-0016300,PROD-00287,CLI-003634,Electronica,yape,Lima,2,5183.78,0.84,2026-05-13 16:34:02
EVT-000551,VEN-0001038,PROD-00242,CLI-007981,Electronica,plin,Trujillo,1,3695.8,0.83,2026-05-13 16:34:02
EVT-000552,VEN-0043672,PROD-00321,CLI-009430,Ropa,plin,Arequipa,2,2284.34,0.46,2026-05-13 16:34:02
EVT-000553,VEN-0015712,PROD-00485,CLI-009199,Ropa,yape,Lima,3,5677.24,0.61,2026-05-13 16:34:02
EVT-000554,VEN-0031959,PROD-00232,CLI-008306,Deportes,yape,Piura,5,5583.48,0.91,2026-05-13 16:34:03
EVT-000555,VEN-0015808,PROD-00068,CLI-008609,Electronica,efectivo,Trujillo,4,515.86,0.31,2026-05-13 16:34:03
EVT-000556,VEN-0011213,PROD-00413,CLI-002033,Electronica,efectivo,Lima,1,540.95,0.29,2026-05-13 16:34:03
EVT-000557,VEN-0007943,PROD-00400,CLI-005070,Deportes,plin,Cusco,5,16310.11,0.84,2026-05-13 16:34:03
EVT-000558,VEN-0008941,PROD-00207,CLI-000349,Deportes,yape,Cusco,3,13487.88,0.73,2026-05-13 16:34:03
EVT-000559,VEN-0007909,PROD-00149,CLI-008638,Hogar,efectivo,Cusco,3,8360.16,0.72,2026-05-13 16:34:03
EVT-000560,VEN-0019236,PROD-00216,CLI-008580,Hogar,tarjeta,Piura,1,2855.49,0.59,2026-05-13 16:34:03
EVT-000561,VEN-0040426,PROD-00430,CLI-009406,Electronica,efectivo,Piura,2,9111.48,0.7,2026-05-13 16:34:03
EVT-000562,VEN-0036465,PROD-00426,CLI-005177,Hogar,plin,Piura,4,15485.11,0.84,2026-05-13 16:34:03
EVT-000563,VEN-0036537,PROD-00014,CLI-005436,Ropa,efectivo,Lima,1,439.44,0.22,2026-05-13 16:34:03
EVT-000564,VEN-0016748,PROD-00418,CLI-008516,Electronica,tarjeta,Cusco,5,5041.82,0.78,2026-05-13 16:34:04
EVT-000565,VEN-0041289,PROD-00116,CLI-003357,Ropa,efectivo,Piura,1,2931.46,0.27,2026-05-13 16:34:04
EVT-000566,VEN-0023045,PROD-00457,CLI-007473,Hogar,efectivo,Cusco,3,77.26,0.27,2026-05-13 16:34:04
EVT-000567,VEN-0047898,PROD-00021,CLI-001681,Tecnologia,yape,Lima,3,11637.9,0.71,2026-05-13 16:34:04
EVT-000568,VEN-0040064,PROD-00347,CLI-003979,Deportes,tarjeta,Piura,5,2064.46,0.27,2026-05-13 16:34:04
EVT-000569,VEN-0023381,PROD-00097,CLI-002725,Electronica,tarjeta,Trujillo,5,13634.13,0.62,2026-05-13 16:34:04
EVT-000570,VEN-0018865,PROD-00094,CLI-008171,Hogar,efectivo,Cusco,1,4148.83,0.78,2026-05-13 16:34:04
EVT-000571,VEN-0048260,PROD-00064,CLI-000330,Hogar,efectivo,Cusco,4,6752.11,0.88,2026-05-13 16:34:04
EVT-000572,VEN-0013455,PROD-00436,CLI-000473,Electronica,yape,Lima,4,7840.44,0.7,2026-05-13 16:34:04
EVT-000573,VEN-0029186,PROD-00239,CLI-000887,Deportes,efectivo,Arequipa,1,4085.73,0.61,2026-05-13 16:34:05
EVT-000574,VEN-0033733,PROD-00472,CLI-004574,Deportes,yape,Arequipa,1,1212.95,0.28,2026-05-13 16:34:05
EVT-000575,VEN-0012580,PROD-00347,CLI-000780,Deportes,yape,Piura,2,860.19,0.43,2026-05-13 16:34:05
EVT-000576,VEN-0002112,PROD-00442,CLI-000397,Deportes,yape,Piura,5,16959.71,0.68,2026-05-13 16:34:05
EVT-000577,VEN-0043485,PROD-00209,CLI-003219,Ropa,yape,Arequipa,2,5782.25,0.85,2026-05-13 16:34:05
EVT-000578,VEN-0031732,PROD-00020,CLI-005506,Deportes,efectivo,Piura,1,2342.73,0.39,2026-05-13 16:34:05
EVT-000579,VEN-0012653,PROD-00021,CLI-004452,Tecnologia,plin,Cusco,1,3781.49,0.78,2026-05-13 16:34:05
EVT-000580,VEN-0017676,PROD-00370,CLI-004747,Hogar,efectivo,Piura,5,16821.72,0.66,2026-05-13 16:34:05
EVT-000581,VEN-0004025,PROD-00335,CLI-003218,Tecnologia,yape,Piura,1,3053.07,0.87,2026-05-13 16:34:05
EVT-000582,VEN-0043384,PROD-00441,CLI-005080,Ropa,tarjeta,Lima,3,3845.88,0.61,2026-05-13 16:34:05
EVT-000583,VEN-0019760,PROD-00003,CLI-005999,Electronica,yape,Piura,1,4414.1,0.9,2026-05-13 16:34:06
EVT-000584,VEN-0014226,PROD-00017,CLI-007187,Ropa,efectivo,Cusco,3,4908.54,0.63,2026-05-13 16:34:06
EVT-000585,VEN-0006238,PROD-00090,CLI-004624,Ropa,yape,Arequipa,3,11687.14,0.76,2026-05-13 16:34:06
EVT-000586,VEN-0036556,PROD-00252,CLI-005062,Ropa,efectivo,Piura,4,13626.18,0.91,2026-05-13 16:34:06
EVT-000587,VEN-0049469,PROD-00365,CLI-006474,Hogar,tarjeta,Lima,5,2634.84,0.47,2026-05-13 16:34:06
EVT-000588,VEN-0024738,PROD-00123,CLI-002389,Ropa,plin,Arequipa,3,3743.97,0.88,2026-05-13 16:34:06
EVT-000589,VEN-0045283,PROD-00136,CLI-007298,Tecnologia,efectivo,Piura,4,11888.72,0.73,2026-05-13 16:34:06
EVT-000590,VEN-0001315,PROD-00083,CLI-000886,Hogar,plin,Piura,3,5441.15,0.85,2026-05-13 16:34:06
EVT-000591,VEN-0035691,PROD-00416,CLI-009481,Deportes,tarjeta,Piura,4,9167.49,0.8,2026-05-13 16:34:06
EVT-000592,VEN-0019239,PROD-00363,CLI-007799,Ropa,efectivo,Arequipa,1,377.2,0.25,2026-05-13 16:34:06
EVT-000593,VEN-0033618,PROD-00057,CLI-003893,Deportes,tarjeta,Cusco,4,12376.08,0.91,2026-05-13 16:34:07
EVT-000594,VEN-0000761,PROD-00281,CLI-006499,Tecnologia,yape,Piura,2,4724.78,0.63,2026-05-13 16:34:07
EVT-000595,VEN-0004479,PROD-00278,CLI-002754,Deportes,plin,Arequipa,3,10062.07,0.68,2026-05-13 16:34:07
EVT-000596,VEN-0024042,PROD-00159,CLI-008660,Ropa,plin,Piura,1,700.0,0.49,2026-05-13 16:34:07
EVT-000597,VEN-0043552,PROD-00226,CLI-001314,Tecnologia,yape,Cusco,1,2583.61,0.53,2026-05-13 16:34:07
EVT-000598,VEN-0021604,PROD-00490,CLI-005370,Electronica,plin,Arequipa,1,317.9,0.2,2026-05-13 16:34:07
EVT-000599,VEN-0045522,PROD-00495,CLI-006165,Deportes,efectivo,Cusco,4,9980.94,0.65,2026-05-13 16:34:07
EVT-000600,VEN-0046690,PROD-00295,CLI-004676,Electronica,plin,Arequipa,5,22609.83,0.88,2026-05-13 16:34:07
