venta_id,cliente_id,producto_id,categoria,cantidad,precio_unitario,subtotal,descuento,total,metodo_pago,fecha_venta
VEN-0026126,CLI-008117,PROD-00339,Electronica,2,1470.75,2941.5,380.44,2561.06,plin,2026-05-13 15:47:43.412864
VEN-0026127,CLI-005145,PROD-00457,Hogar,5,29.64,148.2,4.65,143.55,yape,2026-05-13 15:52:25.880225
VEN-0026128,CLI-004534,PROD-00173,Tecnologia,1,871.01,871.01,21.47,849.54,efectivo,2026-05-13 15:51:41.673784
VEN-0026129,CLI-008612,PROD-00417,Electronica,3,2735.83,8207.49,1184.52,7022.97,efectivo,2026-05-13 15:48:09.756290
VEN-0026130,CLI-009668,PROD-00031,Tecnologia,5,1270.01,6350.05,924.72,5425.33,tarjeta,2026-05-13 15:49:35.382865
VEN-0026131,CLI-002373,PROD-00203,Ropa,3,2880.45,8641.35,1011.28,7630.07,efectivo,2026-05-13 15:48:22.916351
VEN-0026132,CLI-005126,PROD-00011,Deportes,4,1272.54,5090.16,367.57,4722.59,tarjeta,2026-05-13 15:47:42.943931
VEN-0026133,CLI-000954,PROD-00437,Electronica,5,1293.58,6467.9,793.82,5674.08,plin,2026-05-13 15:47:45.069130
VEN-0026134,CLI-003463,PROD-00212,Hogar,1,1683.39,1683.39,184.71,1498.68,efectivo,2026-05-13 15:52:22.950501
VEN-0026135,CLI-005168,PROD-00471,Electronica,2,598.46,1196.92,91.76,1105.16,tarjeta,2026-05-13 15:48:31.142776
VEN-0026136,CLI-000172,PROD-00106,Electronica,3,1469.36,4408.08,571.86,3836.22,efectivo,2026-05-13 15:47:53.051409
VEN-0026137,CLI-001783,PROD-00311,Deportes,2,1225.2,2450.4,43.16,2407.24,plin,2026-05-13 15:50:06.200616
VEN-0026138,CLI-007209,PROD-00050,Electronica,1,479.0,479.0,65.03,413.97,plin,2026-05-13 15:49:27.941635
VEN-0026139,CLI-003037,PROD-00315,Hogar,5,2986.53,14932.65,1751.57,13181.08,tarjeta,2026-05-13 15:48:45.417927
VEN-0026140,CLI-004768,PROD-00212,Hogar,5,1683.39,8416.95,1058.25,7358.7,plin,2026-05-13 15:51:52.591731
VEN-0026141,CLI-001665,PROD-00241,Ropa,5,4905.54,24527.7,3433.14,21094.56,yape,2026-05-13 15:52:28.452928
VEN-0026142,CLI-008488,PROD-00127,Tecnologia,2,299.6,599.2,56.16,543.04,plin,2026-05-13 15:47:16.591125
VEN-0026143,CLI-001066,PROD-00090,Ropa,5,4084.44,20422.2,1311.55,19110.65,efectivo,2026-05-13 15:51:39.693126
VEN-0026144,CLI-009554,PROD-00359,Electronica,3,710.66,2131.98,277.23,1854.75,yape,2026-05-13 15:48:40.464292
VEN-0026145,CLI-003484,PROD-00040,Deportes,2,4043.64,8087.28,361.65,7725.63,tarjeta,2026-05-13 15:48:00.003980
VEN-0026146,CLI-003472,PROD-00100,Ropa,4,3358.13,13432.52,130.03,13302.49,plin,2026-05-13 15:50:02.380383
VEN-0026147,CLI-006541,PROD-00044,Tecnologia,5,1308.98,6544.9,286.6,6258.3,plin,2026-05-13 15:47:53.687672
VEN-0026148,CLI-002926,PROD-00348,Electronica,4,2079.26,8317.04,451.77,7865.27,efectivo,2026-05-13 15:48:25.779687
VEN-0026149,CLI-003059,PROD-00033,Tecnologia,1,3497.65,3497.65,12.98,3484.67,tarjeta,2026-05-13 15:50:08.270776
VEN-0026150,CLI-005932,PROD-00315,Hogar,2,2986.53,5973.06,607.64,5365.42,yape,2026-05-13 15:50:06.845951
VEN-0026151,CLI-001253,PROD-00174,Electronica,4,914.52,3658.08,186.52,3471.56,plin,2026-05-13 15:49:44.778550
VEN-0026152,CLI-001242,PROD-00143,Tecnologia,1,4102.92,4102.92,40.67,4062.25,efectivo,2026-05-13 15:52:47.891186
VEN-0026153,CLI-008487,PROD-00375,Hogar,5,2050.4,10252.0,342.98,9909.02,tarjeta,2026-05-13 15:50:42.468341
VEN-0026154,CLI-007525,PROD-00197,Tecnologia,3,3291.07,9873.21,962.0,8911.21,efectivo,2026-05-13 15:52:05.287523
VEN-0026155,CLI-008963,PROD-00017,Ropa,4,1830.44,7321.76,238.01,7083.75,tarjeta,2026-05-13 15:50:38.135033
VEN-0026156,CLI-009937,PROD-00143,Tecnologia,1,4102.92,4102.92,29.08,4073.84,tarjeta,2026-05-13 15:49:49.758871
VEN-0026157,CLI-006998,PROD-00376,Electronica,1,2232.66,2232.66,135.45,2097.21,yape,2026-05-13 15:50:32.973081
VEN-0026158,CLI-000462,PROD-00399,Deportes,3,4933.94,14801.82,527.81,14274.01,tarjeta,2026-05-13 15:48:54.592654
VEN-0026159,CLI-009208,PROD-00422,Ropa,3,4489.45,13468.35,76.31,13392.04,efectivo,2026-05-13 15:50:07.957655
VEN-0026160,CLI-003106,PROD-00400,Deportes,3,3410.97,10232.91,269.33,9963.58,yape,2026-05-13 15:52:28.332979
VEN-0026161,CLI-008785,PROD-00350,Hogar,1,874.43,874.43,37.53,836.9,tarjeta,2026-05-13 15:46:51.805979
VEN-0026162,CLI-006109,PROD-00097,Electronica,1,3111.51,3111.51,441.74,2669.77,yape,2026-05-13 15:46:59.955893
VEN-0026163,CLI-009559,PROD-00239,Deportes,1,4317.41,4317.41,182.35,4135.06,tarjeta,2026-05-13 15:51:22.789843
VEN-0026164,CLI-000634,PROD-00370,Hogar,5,3577.9,17889.5,2540.66,15348.84,efectivo,2026-05-13 15:51:21.875163
VEN-0026165,CLI-003183,PROD-00372,Hogar,1,3044.37,3044.37,247.94,2796.43,plin,2026-05-13 15:49:51.466017
VEN-0026166,CLI-000136,PROD-00451,Ropa,4,2646.15,10584.6,1.36,10583.24,tarjeta,2026-05-13 15:51:57.241613
VEN-0026167,CLI-009565,PROD-00328,Electronica,2,4012.65,8025.3,187.75,7837.55,yape,2026-05-13 15:52:40.652823
VEN-0026168,CLI-005176,PROD-00060,Tecnologia,3,1467.59,4402.77,197.81,4204.96,plin,2026-05-13 15:50:44.889558
VEN-0026169,CLI-009933,PROD-00001,Electronica,5,1611.03,8055.15,55.33,7999.82,efectivo,2026-05-13 15:49:05.707911
VEN-0026170,CLI-005042,PROD-00140,Ropa,3,710.51,2131.53,169.59,1961.94,plin,2026-05-13 15:49:02.827188
VEN-0026171,CLI-005885,PROD-00299,Tecnologia,4,4733.1,18932.4,380.46,18551.94,efectivo,2026-05-13 15:49:45.407457
VEN-0026172,CLI-006090,PROD-00207,Deportes,1,4544.54,4544.54,376.95,4167.59,plin,2026-05-13 15:50:30.394963
VEN-0026173,CLI-002366,PROD-00470,Ropa,1,2711.07,2711.07,56.38,2654.69,efectivo,2026-05-13 15:47:37.421133
VEN-0026174,CLI-008684,PROD-00141,Tecnologia,5,465.45,2327.25,251.46,2075.79,efectivo,2026-05-13 15:52:03.977306
VEN-0026175,CLI-001783,PROD-00182,Electronica,1,1918.37,1918.37,130.34,1788.03,plin,2026-05-13 15:47:51.496657
VEN-0026176,CLI-008802,PROD-00316,Hogar,5,3848.56,19242.8,445.13,18797.67,efectivo,2026-05-13 15:52:13.979387
VEN-0026177,CLI-009445,PROD-00021,Tecnologia,3,4379.66,13138.98,1671.83,11467.15,plin,2026-05-13 15:47:56.190149
VEN-0026178,CLI-001430,PROD-00050,Electronica,3,479.0,1437.0,114.77,1322.23,yape,2026-05-13 15:47:52.005450
VEN-0026179,CLI-003871,PROD-00149,Hogar,5,2816.72,14083.6,1744.76,12338.84,plin,2026-05-13 15:49:12.837751
VEN-0026180,CLI-000396,PROD-00466,Deportes,4,3682.73,14730.92,278.55,14452.37,yape,2026-05-13 15:48:36.758963
VEN-0026181,CLI-009702,PROD-00064,Hogar,5,1892.51,9462.55,16.39,9446.16,tarjeta,2026-05-13 15:48:32.663230
VEN-0026182,CLI-001838,PROD-00388,Deportes,5,1139.75,5698.75,815.58,4883.17,efectivo,2026-05-13 15:48:55.276965
VEN-0026183,CLI-009589,PROD-00227,Electronica,5,1368.96,6844.8,351.26,6493.54,efectivo,2026-05-13 15:51:13.863252
VEN-0026184,CLI-003204,PROD-00070,Ropa,5,4571.51,22857.55,2594.35,20263.2,tarjeta,2026-05-13 15:48:02.513011
VEN-0026185,CLI-008437,PROD-00084,Tecnologia,1,2082.15,2082.15,255.27,1826.88,tarjeta,2026-05-13 15:51:39.744328
VEN-0026186,CLI-003793,PROD-00025,Tecnologia,4,1138.13,4552.52,538.1,4014.42,tarjeta,2026-05-13 15:49:40.536605
VEN-0026187,CLI-005134,PROD-00088,Ropa,4,2606.29,10425.16,941.63,9483.53,yape,2026-05-13 15:48:44.328353
VEN-0026188,CLI-003658,PROD-00023,Tecnologia,5,4632.64,23163.2,2915.01,20248.19,tarjeta,2026-05-13 15:50:33.096903
VEN-0026189,CLI-005936,PROD-00185,Tecnologia,1,2604.35,2604.35,385.7,2218.65,tarjeta,2026-05-13 15:51:04.145178
VEN-0026190,CLI-002193,PROD-00284,Tecnologia,4,3445.8,13783.2,1795.54,11987.66,tarjeta,2026-05-13 15:50:56.247472
VEN-0026191,CLI-004340,PROD-00336,Deportes,2,4207.66,8415.32,21.51,8393.81,plin,2026-05-13 15:47:13.424357
VEN-0026192,CLI-008490,PROD-00399,Deportes,5,4933.94,24669.7,1814.05,22855.65,yape,2026-05-13 15:48:21.489388
VEN-0026193,CLI-009299,PROD-00205,Ropa,4,3377.1,13508.4,868.7,12639.7,efectivo,2026-05-13 15:50:40.264305
VEN-0026194,CLI-007840,PROD-00030,Deportes,4,3378.03,13512.12,59.8,13452.32,efectivo,2026-05-13 15:48:57.390865
VEN-0026195,CLI-007525,PROD-00491,Deportes,5,4110.22,20551.1,497.3,20053.8,yape,2026-05-13 15:50:08.500739
VEN-0026196,CLI-004650,PROD-00091,Hogar,5,1172.05,5860.25,802.6,5057.65,efectivo,2026-05-13 15:51:20.837815
VEN-0026197,CLI-000438,PROD-00324,Tecnologia,5,848.47,4242.35,311.01,3931.34,plin,2026-05-13 15:52:45.820321
VEN-0026198,CLI-003125,PROD-00447,Tecnologia,3,4336.41,13009.23,1741.1,11268.13,tarjeta,2026-05-13 15:47:37.136158
VEN-0026199,CLI-004645,PROD-00356,Tecnologia,1,3899.22,3899.22,515.91,3383.31,yape,2026-05-13 15:48:07.587043
VEN-0026200,CLI-002559,PROD-00338,Hogar,5,3259.15,16295.75,1246.36,15049.39,yape,2026-05-13 15:50:47.353652
VEN-0026201,CLI-001604,PROD-00384,Tecnologia,5,2064.0,10320.0,1098.75,9221.25,efectivo,2026-05-13 15:48:16.256445
VEN-0026202,CLI-006016,PROD-00492,Hogar,2,3926.43,7852.86,857.82,6995.04,plin,2026-05-13 15:48:38.218336
VEN-0026203,CLI-009348,PROD-00490,Electronica,2,361.18,722.36,43.6,678.76,yape,2026-05-13 15:51:35.666702
VEN-0026204,CLI-006114,PROD-00407,Ropa,4,3761.17,15044.68,532.44,14512.24,tarjeta,2026-05-13 15:47:31.412271
VEN-0026205,CLI-007643,PROD-00287,Electronica,1,2743.58,2743.58,230.43,2513.15,tarjeta,2026-05-13 15:50:58.342489
VEN-0026206,CLI-008930,PROD-00042,Deportes,2,4585.72,9171.44,655.1,8516.34,efectivo,2026-05-13 15:49:34.114639
VEN-0026207,CLI-009928,PROD-00035,Ropa,3,66.2,198.6,26.03,172.57,yape,2026-05-13 15:48:12.965925
VEN-0026208,CLI-008598,PROD-00488,Deportes,2,1571.92,3143.84,168.99,2974.85,tarjeta,2026-05-13 15:47:57.783784
VEN-0026209,CLI-004307,PROD-00120,Ropa,3,1957.46,5872.38,740.25,5132.13,yape,2026-05-13 15:52:39.166482
VEN-0026210,CLI-005838,PROD-00097,Electronica,2,3111.51,6223.02,867.71,5355.31,tarjeta,2026-05-13 15:51:18.340699
VEN-0026211,CLI-001985,PROD-00161,Tecnologia,1,1101.27,1101.27,110.62,990.65,tarjeta,2026-05-13 15:52:33.227209
VEN-0026212,CLI-009399,PROD-00033,Tecnologia,3,3497.65,10492.95,1372.15,9120.8,efectivo,2026-05-13 15:52:07.485562
VEN-0026213,CLI-006711,PROD-00388,Deportes,3,1139.75,3419.25,4.98,3414.27,plin,2026-05-13 15:51:14.678834
VEN-0026214,CLI-009632,PROD-00164,Hogar,2,4826.5,9653.0,720.83,8932.17,yape,2026-05-13 15:50:33.513232
VEN-0026215,CLI-006753,PROD-00356,Tecnologia,2,3899.22,7798.44,214.45,7583.99,plin,2026-05-13 15:51:02.745337
VEN-0026216,CLI-004180,PROD-00385,Ropa,1,4094.0,4094.0,14.47,4079.53,efectivo,2026-05-13 15:49:34.505310
VEN-0026217,CLI-001075,PROD-00278,Deportes,5,3611.13,18055.65,1440.17,16615.48,yape,2026-05-13 15:49:24.330784
VEN-0026218,CLI-002667,PROD-00457,Hogar,1,29.64,29.64,0.37,29.27,yape,2026-05-13 15:47:05.893838
VEN-0026219,CLI-001193,PROD-00432,Electronica,4,122.55,490.2,58.83,431.37,plin,2026-05-13 15:49:06.636805
VEN-0026220,CLI-003317,PROD-00015,Ropa,1,1452.26,1452.26,50.62,1401.64,tarjeta,2026-05-13 15:49:14.840772
VEN-0026221,CLI-006976,PROD-00207,Deportes,5,4544.54,22722.7,1320.37,21402.33,efectivo,2026-05-13 15:52:34.773291
VEN-0026222,CLI-003316,PROD-00476,Tecnologia,5,2707.72,13538.6,1190.19,12348.41,plin,2026-05-13 15:48:58.564320
VEN-0026223,CLI-001762,PROD-00163,Deportes,4,1915.3,7661.2,1083.79,6577.41,yape,2026-05-13 15:50:21.211878
VEN-0026224,CLI-007009,PROD-00472,Deportes,3,1322.9,3968.7,191.35,3777.35,yape,2026-05-13 15:51:48.524852
VEN-0026225,CLI-001394,PROD-00077,Electronica,2,3248.19,6496.38,386.96,6109.42,plin,2026-05-13 15:47:48.406273
VEN-0026226,CLI-008162,PROD-00188,Electronica,5,4045.93,20229.65,1754.49,18475.16,tarjeta,2026-05-13 15:50:09.429921
VEN-0026227,CLI-005869,PROD-00103,Electronica,3,3800.38,11401.14,1340.93,10060.21,efectivo,2026-05-13 15:49:23.653457
VEN-0026228,CLI-004301,PROD-00185,Tecnologia,1,2604.35,2604.35,78.59,2525.76,efectivo,2026-05-13 15:47:56.992441
VEN-0026229,CLI-009312,PROD-00152,Tecnologia,1,4060.96,4060.96,491.22,3569.74,plin,2026-05-13 15:47:47.366516
VEN-0026230,CLI-003415,PROD-00328,Electronica,5,4012.65,20063.25,1718.82,18344.43,tarjeta,2026-05-13 15:50:39.335901
VEN-0026231,CLI-006732,PROD-00223,Deportes,3,1047.73,3143.19,53.13,3090.06,yape,2026-05-13 15:49:31.251153
VEN-0026232,CLI-003462,PROD-00041,Electronica,3,4160.39,12481.17,1731.29,10749.88,yape,2026-05-13 15:50:04.131691
VEN-0026233,CLI-007185,PROD-00430,Electronica,1,4592.4,4592.4,260.53,4331.87,tarjeta,2026-05-13 15:50:17.082934
VEN-0026234,CLI-004580,PROD-00484,Tecnologia,3,3684.08,11052.24,549.84,10502.4,tarjeta,2026-05-13 15:50:24.056931
VEN-0026235,CLI-007224,PROD-00433,Deportes,1,4384.41,4384.41,272.79,4111.62,tarjeta,2026-05-13 15:50:36.951143
VEN-0026236,CLI-004677,PROD-00144,Tecnologia,5,3777.57,18887.85,415.89,18471.96,yape,2026-05-13 15:50:15.097784
VEN-0026237,CLI-000028,PROD-00320,Tecnologia,3,2337.8,7013.4,417.17,6596.23,yape,2026-05-13 15:52:16.438044
VEN-0026238,CLI-009060,PROD-00141,Tecnologia,4,465.45,1861.8,205.88,1655.92,efectivo,2026-05-13 15:48:51.551359
VEN-0026239,CLI-003945,PROD-00216,Hogar,4,3188.63,12754.52,815.08,11939.44,efectivo,2026-05-13 15:46:55.569526
VEN-0026240,CLI-006994,PROD-00274,Electronica,1,2125.74,2125.74,45.42,2080.32,efectivo,2026-05-13 15:50:51.743230
VEN-0026241,CLI-003935,PROD-00081,Hogar,5,3931.34,19656.7,2221.35,17435.35,yape,2026-05-13 15:47:56.428990
VEN-0026242,CLI-002116,PROD-00317,Deportes,4,2960.95,11843.8,370.73,11473.07,plin,2026-05-13 15:49:05.524266
VEN-0026243,CLI-007196,PROD-00345,Deportes,3,4104.66,12313.98,1254.93,11059.05,plin,2026-05-13 15:48:52.240113
VEN-0026244,CLI-000752,PROD-00096,Tecnologia,3,3963.18,11889.54,1756.24,10133.3,yape,2026-05-13 15:51:51.893558
VEN-0026245,CLI-006068,PROD-00488,Deportes,5,1571.92,7859.6,327.79,7531.81,efectivo,2026-05-13 15:50:02.964676
VEN-0026246,CLI-008882,PROD-00308,Electronica,5,3767.84,18839.2,600.29,18238.91,yape,2026-05-13 15:47:44.120393
VEN-0026247,CLI-007461,PROD-00180,Hogar,3,549.22,1647.66,62.33,1585.33,yape,2026-05-13 15:48:12.284137
VEN-0026248,CLI-001688,PROD-00283,Electronica,2,1782.6,3565.2,505.63,3059.57,plin,2026-05-13 15:47:12.343997
VEN-0026249,CLI-007375,PROD-00026,Electronica,3,4814.37,14443.11,275.19,14167.92,tarjeta,2026-05-13 15:50:44.870023
VEN-0026250,CLI-008143,PROD-00490,Electronica,3,361.18,1083.54,19.32,1064.22,efectivo,2026-05-13 15:50:26.396606
VEN-0026251,CLI-000455,PROD-00372,Hogar,5,3044.37,15221.85,783.71,14438.14,efectivo,2026-05-13 15:49:20.150144
VEN-0026252,CLI-002201,PROD-00022,Tecnologia,4,1308.04,5232.16,159.97,5072.19,tarjeta,2026-05-13 15:49:20.035804
VEN-0026253,CLI-007726,PROD-00051,Tecnologia,3,2742.02,8226.06,1151.94,7074.12,yape,2026-05-13 15:52:42.593603
VEN-0026254,CLI-008240,PROD-00146,Hogar,4,2363.31,9453.24,580.92,8872.32,plin,2026-05-13 15:47:08.699547
VEN-0026255,CLI-003868,PROD-00342,Deportes,1,4625.47,4625.47,558.4,4067.07,efectivo,2026-05-13 15:50:58.936429
VEN-0026256,CLI-000724,PROD-00272,Ropa,1,1657.28,1657.28,169.4,1487.88,tarjeta,2026-05-13 15:51:13.105904
VEN-0026257,CLI-009759,PROD-00183,Ropa,1,3244.78,3244.78,146.29,3098.49,tarjeta,2026-05-13 15:52:01.675638
VEN-0026258,CLI-005530,PROD-00190,Hogar,5,858.34,4291.7,212.44,4079.26,efectivo,2026-05-13 15:50:16.037509
VEN-0026259,CLI-001376,PROD-00173,Tecnologia,4,871.01,3484.04,230.87,3253.17,efectivo,2026-05-13 15:48:06.088826
VEN-0026260,CLI-009399,PROD-00304,Deportes,3,2713.1,8139.3,861.42,7277.88,tarjeta,2026-05-13 15:48:00.243463
VEN-0026261,CLI-008600,PROD-00480,Electronica,1,3479.85,3479.85,326.08,3153.77,plin,2026-05-13 15:50:01.830366
VEN-0026262,CLI-007092,PROD-00032,Ropa,5,2749.78,13748.9,1790.9,11958.0,plin,2026-05-13 15:51:32.829967
VEN-0026263,CLI-007859,PROD-00059,Tecnologia,1,673.46,673.46,91.07,582.39,tarjeta,2026-05-13 15:49:06.462787
VEN-0026264,CLI-004624,PROD-00238,Ropa,3,1107.11,3321.33,185.09,3136.24,efectivo,2026-05-13 15:51:01.938571
VEN-0026265,CLI-005091,PROD-00262,Ropa,1,657.39,657.39,64.31,593.08,efectivo,2026-05-13 15:47:41.016979
VEN-0026266,CLI-000985,PROD-00365,Hogar,4,595.6,2382.4,311.26,2071.14,plin,2026-05-13 15:52:10.738819
VEN-0026267,CLI-007404,PROD-00296,Tecnologia,4,1644.73,6578.92,920.92,5658.0,tarjeta,2026-05-13 15:50:48.819764
VEN-0026268,CLI-000583,PROD-00475,Electronica,5,3549.5,17747.5,1397.41,16350.09,yape,2026-05-13 15:50:46.048631
VEN-0026269,CLI-000675,PROD-00186,Ropa,4,3424.0,13696.0,1191.62,12504.38,efectivo,2026-05-13 15:47:07.194738
VEN-0026270,CLI-004688,PROD-00208,Tecnologia,4,2593.12,10372.48,140.88,10231.6,efectivo,2026-05-13 15:48:33.206302
VEN-0026271,CLI-006859,PROD-00166,Ropa,1,2746.5,2746.5,226.58,2519.92,yape,2026-05-13 15:48:12.737126
VEN-0026272,CLI-004085,PROD-00306,Deportes,4,477.46,1909.84,151.29,1758.55,plin,2026-05-13 15:49:35.447080
VEN-0026273,CLI-008269,PROD-00209,Ropa,4,3248.16,12992.64,210.39,12782.25,yape,2026-05-13 15:49:12.323138
VEN-0026274,CLI-001546,PROD-00034,Deportes,1,2176.67,2176.67,160.56,2016.11,tarjeta,2026-05-13 15:52:47.377967
VEN-0026275,CLI-003400,PROD-00266,Electronica,3,1517.23,4551.69,193.06,4358.63,yape,2026-05-13 15:52:38.903455
VEN-0026276,CLI-000531,PROD-00488,Deportes,4,1571.92,6287.68,174.05,6113.63,efectivo,2026-05-13 15:50:44.110490
VEN-0026277,CLI-003919,PROD-00137,Ropa,1,3937.29,3937.29,162.78,3774.51,plin,2026-05-13 15:51:39.561583
VEN-0026278,CLI-008831,PROD-00345,Deportes,2,4104.66,8209.32,584.71,7624.61,efectivo,2026-05-13 15:49:42.444870
VEN-0026279,CLI-006699,PROD-00450,Ropa,3,189.59,568.77,25.93,542.84,plin,2026-05-13 15:48:58.710524
VEN-0026280,CLI-006452,PROD-00054,Tecnologia,5,4782.71,23913.55,1093.55,22820.0,yape,2026-05-13 15:47:48.380749
VEN-0026281,CLI-003743,PROD-00445,Electronica,2,2897.78,5795.56,197.39,5598.17,efectivo,2026-05-13 15:52:13.466649
VEN-0026282,CLI-006227,PROD-00274,Electronica,5,2125.74,10628.7,1524.46,9104.24,plin,2026-05-13 15:48:29.380599
VEN-0026283,CLI-000183,PROD-00267,Ropa,5,4442.37,22211.85,773.73,21438.12,tarjeta,2026-05-13 15:51:45.656795
VEN-0026284,CLI-003081,PROD-00022,Tecnologia,1,1308.04,1308.04,40.86,1267.18,yape,2026-05-13 15:49:54.073042
VEN-0026285,CLI-009719,PROD-00219,Ropa,5,3121.67,15608.35,2072.5,13535.85,plin,2026-05-13 15:50:46.492589
VEN-0026286,CLI-008299,PROD-00379,Electronica,3,1152.57,3457.71,193.52,3264.19,tarjeta,2026-05-13 15:47:08.435583
VEN-0026287,CLI-002497,PROD-00086,Hogar,2,1331.95,2663.9,11.15,2652.75,yape,2026-05-13 15:48:01.352576
VEN-0026288,CLI-009483,PROD-00230,Deportes,4,3296.27,13185.08,85.8,13099.28,tarjeta,2026-05-13 15:47:52.395097
VEN-0026289,CLI-007105,PROD-00144,Tecnologia,5,3777.57,18887.85,1527.3,17360.55,plin,2026-05-13 15:50:30.958899
VEN-0026290,CLI-002962,PROD-00314,Ropa,5,2105.96,10529.8,231.36,10298.44,efectivo,2026-05-13 15:50:47.193532
VEN-0026291,CLI-000534,PROD-00031,Tecnologia,1,1270.01,1270.01,23.61,1246.4,tarjeta,2026-05-13 15:52:27.989059
VEN-0026292,CLI-007083,PROD-00100,Ropa,1,3358.13,3358.13,117.39,3240.74,yape,2026-05-13 15:52:06.437961
VEN-0026293,CLI-002613,PROD-00217,Ropa,3,1646.54,4939.62,82.54,4857.08,efectivo,2026-05-13 15:50:23.967022
VEN-0026294,CLI-009576,PROD-00464,Tecnologia,2,1635.7,3271.4,130.64,3140.76,tarjeta,2026-05-13 15:51:00.862040
VEN-0026295,CLI-004126,PROD-00117,Deportes,3,2142.1,6426.3,174.91,6251.39,efectivo,2026-05-13 15:49:27.696921
VEN-0026296,CLI-006342,PROD-00362,Tecnologia,3,1706.28,5118.84,233.65,4885.19,tarjeta,2026-05-13 15:52:09.035136
VEN-0026297,CLI-002560,PROD-00354,Ropa,3,390.09,1170.27,37.65,1132.62,tarjeta,2026-05-13 15:48:09.451239
VEN-0026298,CLI-001596,PROD-00460,Electronica,4,3311.82,13247.28,1879.03,11368.25,yape,2026-05-13 15:49:24.412276
VEN-0026299,CLI-002238,PROD-00239,Deportes,4,4317.41,17269.64,1947.79,15321.85,plin,2026-05-13 15:50:01.926005
VEN-0026300,CLI-009032,PROD-00064,Hogar,2,1892.51,3785.02,526.37,3258.65,yape,2026-05-13 15:47:33.093682
VEN-0026301,CLI-002883,PROD-00418,Electronica,3,1102.39,3307.17,64.87,3242.3,yape,2026-05-13 15:50:53.072506
VEN-0026302,CLI-005924,PROD-00230,Deportes,1,3296.27,3296.27,85.86,3210.41,efectivo,2026-05-13 15:51:30.497874
VEN-0026303,CLI-000944,PROD-00396,Ropa,5,206.49,1032.45,105.12,927.33,yape,2026-05-13 15:51:34.312933
VEN-0026304,CLI-003478,PROD-00326,Hogar,2,2941.09,5882.18,318.8,5563.38,tarjeta,2026-05-13 15:50:03.987351
VEN-0026305,CLI-004007,PROD-00137,Ropa,2,3937.29,7874.58,1142.21,6732.37,tarjeta,2026-05-13 15:49:11.254781
VEN-0026306,CLI-001563,PROD-00061,Hogar,3,4676.58,14029.74,1749.67,12280.07,yape,2026-05-13 15:52:17.741997
VEN-0026307,CLI-009204,PROD-00057,Deportes,5,3454.99,17274.95,471.78,16803.17,efectivo,2026-05-13 15:48:25.992983
VEN-0026308,CLI-004824,PROD-00334,Tecnologia,4,596.13,2384.52,146.84,2237.68,efectivo,2026-05-13 15:50:42.763251
VEN-0026309,CLI-007962,PROD-00149,Hogar,2,2816.72,5633.44,804.97,4828.47,yape,2026-05-13 15:47:39.229557
VEN-0026310,CLI-005551,PROD-00431,Deportes,2,3772.86,7545.72,1024.66,6521.06,plin,2026-05-13 15:52:35.080745
VEN-0026311,CLI-003106,PROD-00332,Ropa,4,441.07,1764.28,178.68,1585.6,plin,2026-05-13 15:52:06.292104
VEN-0026312,CLI-000936,PROD-00472,Deportes,1,1322.9,1322.9,130.29,1192.61,efectivo,2026-05-13 15:50:02.723537
VEN-0026313,CLI-001816,PROD-00243,Tecnologia,3,1638.99,4916.97,284.86,4632.11,efectivo,2026-05-13 15:47:31.682903
VEN-0026314,CLI-009032,PROD-00331,Hogar,1,2633.11,2633.11,213.65,2419.46,tarjeta,2026-05-13 15:48:23.482060
VEN-0026315,CLI-005906,PROD-00358,Ropa,1,895.02,895.02,63.27,831.75,efectivo,2026-05-13 15:50:05.451035
VEN-0026316,CLI-000542,PROD-00296,Tecnologia,5,1644.73,8223.65,85.62,8138.03,yape,2026-05-13 15:48:44.109306
VEN-0026317,CLI-003648,PROD-00101,Electronica,1,3912.07,3912.07,160.35,3751.72,tarjeta,2026-05-13 15:52:06.274207
VEN-0026318,CLI-005821,PROD-00364,Tecnologia,4,124.64,498.56,14.87,483.69,yape,2026-05-13 15:51:38.622370
VEN-0026319,CLI-008667,PROD-00050,Electronica,3,479.0,1437.0,34.74,1402.26,tarjeta,2026-05-13 15:50:42.166735
VEN-0026320,CLI-004378,PROD-00269,Hogar,3,4502.65,13507.95,173.93,13334.02,tarjeta,2026-05-13 15:49:17.449168
VEN-0026321,CLI-006934,PROD-00103,Electronica,3,3800.38,11401.14,154.36,11246.78,yape,2026-05-13 15:48:26.197353
VEN-0026322,CLI-007268,PROD-00129,Electronica,1,645.9,645.9,88.93,556.97,plin,2026-05-13 15:47:39.251694
VEN-0026323,CLI-009065,PROD-00341,Ropa,5,3096.38,15481.9,1789.84,13692.06,efectivo,2026-05-13 15:48:27.011397
VEN-0026324,CLI-007269,PROD-00260,Electronica,2,1416.23,2832.46,395.2,2437.26,yape,2026-05-13 15:51:18.210765
VEN-0026325,CLI-001092,PROD-00229,Tecnologia,1,4942.73,4942.73,131.01,4811.72,yape,2026-05-13 15:46:53.824229
VEN-0026326,CLI-002004,PROD-00005,Tecnologia,4,2748.1,10992.4,1410.47,9581.93,plin,2026-05-13 15:52:42.760022
VEN-0026327,CLI-006122,PROD-00094,Hogar,1,4806.77,4806.77,514.37,4292.4,tarjeta,2026-05-13 15:48:36.571914
